HMS LINCS ID,Name,Alternative Names,LINCS ID,PubChem CID,ChEBI ID,ChEMBL ID,Molecular Mass,InChi,InChi Key,SMILES,Relevant Citations,Date Publicly Available,Most Recent Update
10261-101,Ixabepilone,Azaepothilone B; Ixempra,LSM-6350,216344,,,506.28,"InChI=1S/C27H42N2O5S/c1-15-9-8-10-27(7)22(34-27)12-20(16(2)11-19-14-35-18(4)28-19)29-23(31)13-21(30)26(5,6)25(33)17(3)24(15)32/h11,14-15,17,20-22,24,30,32H,8-10,12-13H2,1-7H3,(H,29,31)/t15-,17+,20-,21-,22-,24-,27+/m0/s1",FABUFPQFXZVHFB-DIZZFTFVSA-N,C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](NC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,,,2016-10-28
10262-101,L-779450,,LSM-4283,9950176,,,347.08,"InChI=1S/C20H14ClN3O/c21-16-7-6-15(12-17(16)25)19-18(13-8-10-22-11-9-13)23-20(24-19)14-4-2-1-3-5-14/h1-12,25H,(H,23,24)",WXJLXRNWMLWVFB-UHFFFAOYSA-N,C1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC(=C(C=C4)Cl)O,,,2016-04-04
10263-101,LBH589,Panobinostat,LSM-4284,57519507,,,349.18,"InChI=1S/C21H23N3O2/c1-15-18(19-4-2-3-5-20(19)23-15)12-13-22-14-17-8-6-16(7-9-17)10-11-21(25)24-26/h2-11,22-23,26H,12-14H2,1H3,(H,24,25)",FPOHNWQLNRZRFC-UHFFFAOYSA-N,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)C=CC(=O)NO,,,2016-04-04
10264-101,Methotrexate,Rheumatrex; Trexall; Amethopterin; MTX,LSM-5690,126941,,34259,454.17,"InChI=1S/C20H22N8O5/c1-28(9-11-8-23-17-15(24-11)16(21)26-20(22)27-17)12-4-2-10(3-5-12)18(31)25-13(19(32)33)6-7-14(29)30/h2-5,8,13H,6-7,9H2,1H3,(H,25,31)(H,29,30)(H,32,33)(H4,21,22,23,26,27)/t13-/m0/s1",FBOZXECLQNJBKD-ZDUSSCGKSA-N,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,,,2017-05-09
10264-999,Methotrexate,Rheumatrex; Trexall; Amethopterin; MTX,LSM-5690,126941,,34259,454.17,"InChI=1S/C20H22N8O5/c1-28(9-11-8-23-17-15(24-11)16(21)26-20(22)27-17)12-4-2-10(3-5-12)18(31)25-13(19(32)33)6-7-14(29)30/h2-5,8,13H,6-7,9H2,1H3,(H,25,31)(H,29,30)(H,32,33)(H4,21,22,23,26,27)/t13-/m0/s1",FBOZXECLQNJBKD-ZDUSSCGKSA-N,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,,,2017-05-09
10265-101,Pevonedistat,MLN 4924; MLN-4924; MLN4924,LSM-6263,16720766,,1231160,443.16,"InChI=1S/C21H25N5O4S/c22-31(28,29)30-11-14-9-15(10-19(14)27)26-8-7-17-20(23-12-24-21(17)26)25-18-6-5-13-3-1-2-4-16(13)18/h1-4,7-8,12,14-15,18-19,27H,5-6,9-11H2,(H2,22,28,29)(H,23,24,25)/t14-,15+,18-,19-/m0/s1",MPUQHZXIXSTTDU-QXGSTGNESA-N,C1CC2=CC=CC=C2[C@H]1NC3=NC=NC4=C3C=CN4[C@@H]5C[C@H]([C@H](C5)O)COS(=O)(=O)N,,,2017-05-09
10266-101,NSC 663284,,LSM-2042,379077,,,321.09,"InChI=1S/C15H16ClN3O3/c16-11-13(18-4-5-19-6-8-22-9-7-19)15(21)12-10(14(11)20)2-1-3-17-12/h1-3,18H,4-9H2",BMKPVDQDJQWBPD-UHFFFAOYSA-N,C1COCCN1CCNC2=C(C(=O)C3=C(C2=O)N=CC=C3)Cl,,,2016-04-04
10267-101,NU6102,,LSM-4287,4566,,,402.15,"InChI=1S/C18H22N6O3S/c19-28(25,26)14-8-6-13(7-9-14)22-18-23-16-15(20-11-21-16)17(24-18)27-10-12-4-2-1-3-5-12/h6-9,11-12H,1-5,10H2,(H2,19,25,26)(H2,20,21,22,23,24)",OWXORKPNCHJYOF-UHFFFAOYSA-N,C1CCC(CC1)COC2=NC(=NC3=C2NC=N3)NC4=CC=C(C=C4)S(=O)(=O)N,,,2016-04-04
10268-101,Nutlin 3a,,LSM-6351,11433190,,,580.16,"InChI=1S/C30H30Cl2N4O4/c1-18(2)40-25-16-23(39-3)12-13-24(25)29-34-27(19-4-8-21(31)9-5-19)28(20-6-10-22(32)11-7-20)36(29)30(38)35-15-14-33-26(37)17-35/h4-13,16,18,27-28H,14-15,17H2,1-3H3,(H,33,37)/t27-,28+/m0/s1",BDUHCSBCVGXTJM-WUFINQPMSA-N,CC(C)OC1=C(C=CC(=C1)OC)C2=N[C@H]([C@H](N2C(=O)N3CCNC(=O)C3)C4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl,,,2016-04-04
10269-101,Oxaliplatin,Eloxatin,LSM-6352,5310940,,,399.08,"InChI=1S/C6H14N2.C2H2O4.Pt/c7-5-3-1-2-4-6(5)8;3-1(4)2(5)6;/h5-6H,1-4,7-8H2;(H,3,4)(H,5,6);/t5-,6-;;/m1../s1",OGAPHRMCCQCJOE-BNTLRKBRSA-N,C1CC[C@H]([C@@H](C1)N)N.C(=O)(C(=O)O)O.[Pt],,,2016-04-04
10270-101,Oxamflatin,,LSM-4290,4611,,,342.07,"InChI=1S/C17H14N2O4S/c20-17(18-21)12-5-4-7-14-8-6-9-15(13-14)19-24(22,23)16-10-2-1-3-11-16/h1-3,5-6,8-13,19,21H,(H,18,20)",QRPSQQUYPMFERG-UHFFFAOYSA-N,C1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC(=C2)C#CC=CC(=O)NO,,,2016-04-04
10271-101,PD 98059,,LSM-3394,4713,,,267.09,"InChI=1S/C16H13NO3/c1-19-14-8-4-6-11(16(14)17)15-9-12(18)10-5-2-3-7-13(10)20-15/h2-9H,17H2,1H3",QFWCYNPOPKQOKV-UHFFFAOYSA-N,COC1=CC=CC(=C1N)C2=CC(=O)C3=CC=CC=C3O2,,,2016-04-04
10272-999,Pemetrexed,Alimta,LSM-6353,446556,,,427.15,"InChI=1S/C20H21N5O6/c21-20-24-16-15(18(29)25-20)12(9-22-16)6-3-10-1-4-11(5-2-10)17(28)23-13(19(30)31)7-8-14(26)27/h1-2,4-5,9,13H,3,6-8H2,(H,23,28)(H,26,27)(H,30,31)(H4,21,22,24,25,29)/t13-/m0/s1",WBXPDJSOTKVWSJ-ZDUSSCGKSA-N,C1=CC(=CC=C1CCC2=CNC3=C2C(=O)N=C(N3)N)C(=O)N[C@@H](CCC(=O)O)C(=O)O,,,2016-05-06
10273-101,Purvalanol A,,LSM-3118,456214,,,388.18,"InChI=1S/C19H25ClN6O/c1-11(2)15(9-27)23-19-24-17(22-14-7-5-6-13(20)8-14)16-18(25-19)26(10-21-16)12(3)4/h5-8,10-12,15,27H,9H2,1-4H3,(H2,22,23,24,25)/t15-/m0/s1",PMXCMJLOPOFPBT-HNNXBMFYSA-N,CC(C)[C@H](CO)NC1=NC2=C(C(=N1)NC3=CC(=CC=C3)Cl)N=CN2C(C)C,,,2016-04-04
10274-101,SB-3CT,,LSM-4293,9883002,,,306.04,"InChI=1S/C15H14O3S2/c16-20(17,11-14-10-19-14)15-8-6-13(7-9-15)18-12-4-2-1-3-5-12/h1-9,14H,10-11H2",LSONWRHLFZYHIN-UHFFFAOYSA-N,C1C(S1)CS(=O)(=O)C2=CC=C(C=C2)OC3=CC=CC=C3,,,2016-04-04
10275-101,(Z)-4-Hydroxytamoxifen,,LSM-6361,53770298,,,387.22,"InChI=1S/C26H29NO2/c1-4-25(20-10-14-23(28)15-11-20)26(21-8-6-5-7-9-21)22-12-16-24(17-13-22)29-19-18-27(2)3/h5-17,28H,4,18-19H2,1-3H3",DODQJNMQWMSYGS-UHFFFAOYSA-N,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=C(C=C3)O,,,2016-04-04
10276-101,TCS 2312,,LSM-6362,11258443,,,412.19,"InChI=1S/C25H24N4O2/c30-21-11-12-22(24(31)13-21)17-3-5-18(6-4-17)23-14-25(29-28-23)27-20-7-1-16(2-8-20)15-26-19-9-10-19/h1-8,11-14,19,26-29,31H,9-10,15H2",BYFCMDWKTJJQGR-UHFFFAOYSA-N,C1CC1NCC2=CC=C(C=C2)NC3=CC(=C4C=CC(=C5C=CC(=O)C=C5O)C=C4)NN3,,,2016-04-04
10277-101,Temsirolimus,,LSM-4295,148191,,,1029.60,"InChI=1S/C56H87NO16/c1-33-17-13-12-14-18-34(2)45(68-9)29-41-22-20-39(7)56(67,73-41)51(63)52(64)57-24-16-15-19-42(57)53(65)71-46(30-43(60)35(3)26-38(6)49(62)50(70-11)48(61)37(5)25-33)36(4)27-40-21-23-44(47(28-40)69-10)72-54(66)55(8,31-58)32-59/h12-14,17-18,26,33,35-37,39-42,44-47,49-50,58-59,62,67H,15-16,19-25,27-32H2,1-11H3",CBPNZQVSJQDFBE-UHFFFAOYSA-N,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OC(=O)C(C)(CO)CO)C)C)O)OC)C)C)C)OC,,,2016-04-04
10278-999,Topotecan,Hycamtin,LSM-5662,60700,,,421.16,"InChI=1S/C23H23N3O5/c1-4-23(30)16-8-18-20-12(9-26(18)21(28)15(16)11-31-22(23)29)7-13-14(10-25(2)3)19(27)6-5-17(13)24-20/h5-8,27,30H,4,9-11H2,1-3H3/t23-/m0/s1",UCFGDBYHRUNTLO-QHCPKHFHSA-N,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=C(C3=C2)N=C5C=CC(=C(C5=C4)CN(C)C)O)O,,,2016-05-06
10279-101,Trichostatin A,,LSM-3524,,,,302.16,"InChI=1S/C17H22N2O3/c1-12(5-10-16(20)18-22)11-13(2)17(21)14-6-8-15(9-7-14)19(3)4/h5-11,13,22H,1-4H3,(H,18,20)/t13-/m1/s1",RTKIYFITIVXBLE-CYBMUJFWSA-N,C[C@H](C=C(C)C=CC(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C,,,2016-04-04
10280-101,Triciribine,,LSM-3810,65399,,,320.12,"InChI=1S/C13H16N6O4/c1-18-11-7-5(10(14)17-18)2-19(12(7)16-4-15-11)13-9(22)8(21)6(3-20)23-13/h2,4,6,8-9,13,20-22H,3H2,1H3,(H2,14,17)/t6-,8-,9-,13-/m1/s1",HOGVTUZUJGHKPL-HTVVRFAVSA-N,CN1C2=NC=NC3=C2C(=CN3[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O)C(=N1)N,,,2016-04-04
10280-999,Triciribine,,LSM-3810,65399,,,320.12,"InChI=1S/C13H16N6O4/c1-18-11-7-5(10(14)17-18)2-19(12(7)16-4-15-11)13-9(22)8(21)6(3-20)23-13/h2,4,6,8-9,13,20-22H,3H2,1H3,(H2,14,17)/t6-,8-,9-,13-/m1/s1",HOGVTUZUJGHKPL-HTVVRFAVSA-N,CN1C2=NC=NC3=C2C(=CN3[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O)C(=N1)N,,,2016-05-09
10281-101,Vinorelbine,Navelbine,LSM-6302,5311497,,,778.39,"InChI=1S/C45H54N4O8/c1-8-27-19-28-22-44(40(51)55-6,36-30(25-48(23-27)24-28)29-13-10-11-14-33(29)46-36)32-20-31-34(21-35(32)54-5)47(4)38-43(31)16-18-49-17-12-15-42(9-2,37(43)49)39(57-26(3)50)45(38,53)41(52)56-7/h10-15,19-21,28,37-39,46,53H,8-9,16-18,22-25H2,1-7H3/t28-,37-,38+,39+,42+,43+,44-,45-/m0/s1",GBABOYUKABKIAF-IELIFDKJSA-N,CCC1=C[C@H]2C[C@@](C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC,,,2016-04-04
10281-118,Vinorelbine,Navelbine,LSM-6302,5311497,,,778.39,"InChI=1S/C45H54N4O8/c1-8-27-19-28-22-44(40(51)55-6,36-30(25-48(23-27)24-28)29-13-10-11-14-33(29)46-36)32-20-31-34(21-35(32)54-5)47(4)38-43(31)16-18-49-17-12-15-42(9-2,37(43)49)39(57-26(3)50)45(38,53)41(52)56-7/h10-15,19-21,28,37-39,46,53H,8-9,16-18,22-25H2,1-7H3/t28-,37-,38+,39+,42+,43+,44-,45-/m0/s1",GBABOYUKABKIAF-IELIFDKJSA-N,CCC1=C[C@H]2C[C@@](C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC,,,2016-08-08
10282-101,Vorinostat,suberoylanilide hydroxamic acid (SAHA); Zolinza,LSM-3828,5311,,,264.15,"InChI=1S/C14H20N2O3/c17-13(15-12-8-4-3-5-9-12)10-6-1-2-7-11-14(18)16-19/h3-5,8-9,19H,1-2,6-7,10-11H2,(H,15,17)(H,16,18)",WAEXFXRVDQXREF-UHFFFAOYSA-N,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,,,2016-04-04
10283-101,XRP44X,AG-G-87906,LSM-4298,10339779,,,380.14,"InChI=1S/C21H21ClN4O/c1-16-14-20(26(23-16)18-7-3-2-4-8-18)21(27)25-12-10-24(11-13-25)19-9-5-6-17(22)15-19/h2-9,14-15H,10-13H2,1H3",NPHPNBGYPKBDDB-UHFFFAOYSA-N,CC1=NN(C(=C1)C(=O)N2CCN(CC2)C3=CC(=CC=C3)Cl)C4=CC=CC=C4,,,2016-04-04
10284-101,Dabrafenib,GSK2118436,LSM-6303,44462760,,,519.10,"InChI=1S/C23H20F3N5O2S2/c1-23(2,3)21-30-18(19(34-21)16-10-11-28-22(27)29-16)12-6-4-9-15(17(12)26)31-35(32,33)20-13(24)7-5-8-14(20)25/h4-11,31H,1-3H3,(H2,27,28,29)",BFSMGDJOXZAERB-UHFFFAOYSA-N,CC(C)(C)C1=NC(=C(S1)C2=NC(=NC=C2)N)C3=C(C(=CC=C3)NS(=O)(=O)C4=C(C=CC=C4F)F)F,,,2016-04-04
10285-101,PHA-767491,,LSM-6304,11715767,,,213.09,"InChI=1S/C12H11N3O/c16-12-9-7-11(8-1-4-13-5-2-8)15-10(9)3-6-14-12/h1-2,4-5,7,15H,3,6H2,(H,14,16)",DKXHSOUZPMHNIZ-UHFFFAOYSA-N,C1CNC(=O)C2=C1NC(=C2)C3=CC=NC=C3,,,2016-04-04
10286-102,BS-181,,LSM-6305,49867929,,,380.27,"InChI=1S/C22H32N6/c1-17(2)19-16-26-28-21(25-15-18-10-6-5-7-11-18)14-20(27-22(19)28)24-13-9-4-3-8-12-23/h5-7,10-11,14,16-17,25H,3-4,8-9,12-13,15,23H2,1-2H3,(H,24,27)",DNYBIOICMDTDAP-UHFFFAOYSA-N,CC(C)C1=C2N=C(C=C(N2N=C1)NCC3=CC=CC=C3)NCCCCCCN,,,2016-04-04
10287-101,Dinaciclib,SCH727965,LSM-6306,46926350,,,396.23,"InChI=1S/C21H28N6O2/c1-2-17-14-23-27-19(22-13-16-6-5-9-25(29)15-16)12-20(24-21(17)27)26-10-4-3-7-18(26)8-11-28/h5-6,9,12,14-15,18,22,28H,2-4,7-8,10-11,13H2,1H3/t18-/m0/s1",PIMQWRZWLQKKBJ-SFHVURJKSA-N,CCC1=C2N=C(C=C(N2N=C1)NCC3=C[N+](=CC=C3)[O-])N4CCCC[C@H]4CCO,,,2016-04-04
10288-101,SGI-1776,,LSM-6307,24795070,,,405.18,"InChI=1S/C20H22F3N5O/c1-27-9-7-14(8-10-27)12-24-18-5-6-19-25-13-17(28(19)26-18)15-3-2-4-16(11-15)29-20(21,22)23/h2-6,11,13-14H,7-10,12H2,1H3,(H,24,26)",MHXGEROHKGDZGO-UHFFFAOYSA-N,CN1CCC(CC1)CNC2=NN3C(=NC=C3C4=CC(=CC=C4)OC(F)(F)F)C=C2,,,2016-04-04
10289-101,AZD4547,,LSM-6308,51039095,,,463.26,"InChI=1S/C26H33N5O3/c1-17-15-31(16-18(2)27-17)22-9-6-20(7-10-22)26(32)28-25-13-21(29-30-25)8-5-19-11-23(33-3)14-24(12-19)34-4/h6-7,9-14,17-18,27H,5,8,15-16H2,1-4H3,(H2,28,29,30,32)/t17-,18+",VRQMAABPASPXMW-HDICACEKSA-N,C[C@@H]1CN(C[C@@H](N1)C)C2=CC=C(C=C2)C(=O)NC3=NNC(=C3)CCC4=CC(=CC(=C4)OC)OC,,,2016-04-04
10290-101,BMS-754807,,LSM-6218,24785538,,575448,461.21,"InChI=1S/C23H24FN9O/c1-23(21(34)26-15-7-8-18(24)25-13-15)9-3-10-32(23)22-28-20(17-4-2-11-33(17)31-22)27-19-12-16(29-30-19)14-5-6-14/h2,4,7-8,11-14H,3,5-6,9-10H2,1H3,(H,26,34)(H2,27,28,29,30,31)/t23-/m0/s1",LQVXSNNAFNGRAH-QHCPKHFHSA-N,C[C@]1(CCCN1C2=NN3C=CC=C3C(=N2)NC4=NNC(=C4)C5CC5)C(=O)NC6=CN=C(C=C6)F,,,2016-04-04
10291-101,Shikonin,,LSM-6309,479503,,9470,288.10,"InChI=1S/C16H16O5/c1-8(2)3-4-10(17)9-7-13(20)14-11(18)5-6-12(19)15(14)16(9)21/h3,5-7,10,17-19H,4H2,1-2H3/t10-/m1/s1",NEZONWMXZKDMKF-SNVBAGLBSA-N,CC(=CC[C@H](C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)O)C,,,2016-04-04
10292-101,Mitomycin C,,LSM-6310,5746,,105,334.13,"InChI=1S/C15H18N4O5/c1-5-9(16)12(21)8-6(4-24-14(17)22)15(23-2)13-7(18-13)3-19(15)10(8)11(5)20/h6-7,13,18H,3-4,16H2,1-2H3,(H2,17,22)/t6-,7+,13+,15-/m1/s1",NWIBSHFKIJFRCO-WUDYKRTCSA-N,CC1=C(C(=O)C2=C(C1=O)N3C[C@H]4[C@@H]([C@@]3([C@@H]2COC(=O)N)OC)N4)N,,,2016-04-04
10293-101,Thapsigargin,,LSM-3545,49926,,96926,650.33,"InChI=1S/C34H50O12/c1-9-12-13-14-15-17-24(37)43-28-26-25(20(5)27(28)44-30(38)19(4)11-3)29-34(41,33(8,40)31(39)45-29)22(42-23(36)16-10-2)18-32(26,7)46-21(6)35/h11,22,26-29,40-41H,9-10,12-18H2,1-8H3/t22-,26+,27-,28-,29-,32-,33+,34+/m0/s1",IXFPJGBNCFXKPI-LGJGSQFISA-N,CCCCCCCC(=O)O[C@H]1[C@H]2C(=C([C@@H]1OC(=O)C(=CC)C)C)[C@H]3[C@]([C@H](C[C@]2(C)OC(=O)C)OC(=O)CCC)([C@](C(=O)O3)(C)O)O,,,2016-04-04
10293-999,Thapsigargin,,LSM-3545,49926,,96926,650.33,"InChI=1S/C34H50O12/c1-9-12-13-14-15-17-24(37)43-28-26-25(20(5)27(28)44-30(38)19(4)11-3)29-34(41,33(8,40)31(39)45-29)22(42-23(36)16-10-2)18-32(26,7)46-21(6)35/h11,22,26-29,40-41H,9-10,12-18H2,1-8H3/t22-,26+,27-,28-,29-,32-,33+,34+/m0/s1",IXFPJGBNCFXKPI-LGJGSQFISA-N,CCCCCCCC(=O)O[C@H]1[C@H]2C(=C([C@@H]1OC(=O)C(=CC)C)C)[C@H]3[C@]([C@H](C[C@]2(C)OC(=O)C)OC(=O)CCC)([C@](C(=O)O3)(C)O)O,,,2016-04-04
10294-101,Embelin,,LSM-6311,3218,,221137,294.18,"InChI=1S/C17H26O4/c1-2-3-4-5-6-7-8-9-10-11-13-16(20)14(18)12-15(19)17(13)21/h12,18,21H,2-11H2,1H3",IRSFLDGTOHBADP-UHFFFAOYSA-N,CCCCCCCCCCCC1=C(C(=O)C=C(C1=O)O)O,,,2016-04-04
10295-101,IPA-3,,LSM-6312,521106,,472940,350.04,"InChI=1S/C20H14O2S2/c21-17-11-9-13-5-1-3-7-15(13)19(17)23-24-20-16-8-4-2-6-14(16)10-12-18(20)22/h1-12,21-22H",RFAXLXKIAKIUDT-UHFFFAOYSA-N,C1=CC=C2C(=C1)C=CC(=C2SSC3=C(C=CC4=CC=CC=C43)O)O,,,2016-04-04
10296-101,Bryostatin 1,,LSM-6313,440577,,449158,904.45,"InChI=1S/C47H68O17/c1-10-11-12-13-14-15-39(51)62-43-31(22-41(53)58-9)21-34-25-37(28(2)48)61-42(54)24-32(50)23-35-26-38(59-29(3)49)45(6,7)46(55,63-35)27-36-19-30(20-40(52)57-8)18-33(60-36)16-17-44(4,5)47(43,56)64-34/h12-17,20,22,28,32-38,43,48,50,55-56H,10-11,18-19,21,23-27H2,1-9H3/t28-,32-,33+,34+,35-,36+,37-,38+,43+,46+,47-/m1/s1",MJQUEDHRCUIRLF-KNUVDIFVSA-N,CCCC=CC=CC(=O)O[C@H]1C(=CC(=O)OC)C[C@H]2C[C@@H](OC(=O)C[C@@H](C[C@@H]3C[C@@H](C([C@@](O3)(C[C@@H]4CC(=CC(=O)OC)C[C@@H](O4)C=CC([C@@]1(O2)O)(C)C)O)(C)C)OC(=O)C)O)[C@@H](C)O,,,2016-04-04
10297-101,NSC-87877,,LSM-6314,5357795,,472004,459.02,"InChI=1S/C19H13N3O7S2/c23-19-16(10-17(31(27,28)29)15-2-1-7-20-18(15)19)22-21-13-5-3-12-9-14(30(24,25)26)6-4-11(12)8-13/h1-10,21H,(H,24,25,26)(H,27,28,29)",BIQBDHSYQMHHPU-UHFFFAOYSA-N,C1=CC2=C(C(=O)C(=NNC3=CC4=C(C=C3)C=C(C=C4)S(=O)(=O)O)C=C2S(=O)(=O)O)N=C1,,,2016-04-04
10298-101,LFM-A13/DDE-28,,LSM-6315,54686938,,228043,357.90,"InChI=1S/C11H8Br2N2O2/c1-6(16)8(5-14)11(17)15-10-4-7(12)2-3-9(10)13/h2-4,16H,1H3,(H,15,17)",UVSVTDVJQAJIFG-UHFFFAOYSA-N,CC(=C(C#N)C(=O)NC1=C(C=CC(=C1)Br)Br)O,,,2016-04-04
10299-101,GSK650394,,LSM-6316,25022668,,558642,382.17,"InChI=1S/C25H22N2O2/c28-25(29)20-11-10-18(12-21(20)17-8-4-5-9-17)23-15-27-24-22(23)13-19(14-26-24)16-6-2-1-3-7-16/h1-3,6-7,10-15,17H,4-5,8-9H2,(H,26,27)(H,28,29)",WVSBGSNVCDAMCF-UHFFFAOYSA-N,C1CCC(C1)C2=C(C=CC(=C2)C3=CNC4=NC=C(C=C34)C5=CC=CC=C5)C(=O)O,,,2016-04-04
10300-101,Azacitidine,5-azacytidine; Vidaza; AZA,LSM-5218,9444,,,244.08,"InChI=1S/C8H12N4O5/c9-7-10-2-12(8(16)11-7)6-5(15)4(14)3(1-13)17-6/h2-6,13-15H,1H2,(H2,9,11,16)/t3-,4-,5-,6-/m1/s1",NMUSYJAQQFHJEW-KVTDHHQDSA-N,C1=NC(=NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N,,,2016-04-04
10301-101,Decitabine,5-aza-2'-deoxycytidine; Dacogen; DAC,LSM-5855,451668,,,228.09,"InChI=1S/C8H12N4O4/c9-7-10-3-12(8(15)11-7)6-1-4(14)5(2-13)16-6/h3-6,13-14H,1-2H2,(H2,9,11,15)/t4-,5+,6+/m0/s1",XAUDJQYHKZQPEU-KVQBGUIXSA-N,C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O,,,2016-04-04
10302-101,RG-108,,LSM-6283,702558,,,334.10,"InChI=1S/C19H14N2O4/c22-17-13-6-1-2-7-14(13)18(23)21(17)16(19(24)25)9-11-10-20-15-8-4-3-5-12(11)15/h1-8,10,16,20H,9H2,(H,24,25)/t16-/m0/s1",HPTXLHAHLXOAKV-INIZCTEOSA-N,C1=CC=C2C(=C1)C(=O)N(C2=O)[C@@H](CC3=CNC4=CC=CC=C43)C(=O)O,,,2016-04-04
10303-101,Iniparib,BSI 201,LSM-6317,9796068,,,291.93,"InChI=1S/C7H5IN2O3/c8-5-2-1-4(7(9)11)3-6(5)10(12)13/h1-3H,(H2,9,11)",MDOJTZQKHMAPBK-UHFFFAOYSA-N,C1=CC(=C(C=C1C(=O)N)[N+](=O)[O-])I,,,2016-04-04
10304-105,Rucaparib,AG014699; PF-01367338,LSM-4947,9931954,,,323.14,"InChI=1S/C19H18FN3O/c1-21-10-11-2-4-12(5-3-11)18-14-6-7-22-19(24)15-8-13(20)9-16(23-18)17(14)15/h2-5,8-9,21,23H,6-7,10H2,1H3,(H,22,24)",HMABYWSNWIZPAG-UHFFFAOYSA-N,CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=CC(=CC(=C34)N2)F,,,2016-04-04
10305-101,JW55,,LSM-6318,2946601,,,434.18,"InChI=1S/C25H26N2O5/c1-30-21-10-6-19(7-11-21)25(12-15-31-16-13-25)17-26-23(28)18-4-8-20(9-5-18)27-24(29)22-3-2-14-32-22/h2-11,14H,12-13,15-17H2,1H3,(H,26,28)(H,27,29)",ZJZWZIXSGNFWQQ-UHFFFAOYSA-N,COC1=CC=C(C=C1)C2(CCOCC2)CNC(=O)C3=CC=C(C=C3)NC(=O)C4=CC=CO4,,,2016-04-04
10306-101,C646,,LSM-6264,2871948,,,445.13,"InChI=1S/C24H19N3O6/c1-13-10-20(21(27(31)32)11-14(13)2)22-9-8-18(33-22)12-19-15(3)25-26(23(19)28)17-6-4-16(5-7-17)24(29)30/h4-12H,1-3H3,(H,29,30)",HEKJYZZSCQBJGB-UHFFFAOYSA-N,CC1=C(C=C(C(=C1)C2=CC=C(O2)C=C3C(=NN(C3=O)C4=CC=C(C=C4)C(=O)O)C)[N+](=O)[O-])C,,,2016-04-04
10307-101,Garcinol,,,,,,602.36,"InChI=1S/C38H50O6/c1-22(2)11-13-27(25(7)8)20-37-21-28(15-12-23(3)4)36(9,10)38(35(37)44,18-17-24(5)6)34(43)31(33(37)42)32(41)26-14-16-29(39)30(40)19-26/h11-12,14,16-17,19,27-28,39-40,42H,7,13,15,18,20-21H2,1-6,8-10H3/t27-,28+,37+,38-/m0/s1",QDKLRKZQSOQWJQ-SMDXAGPFSA-N,CC([C@H](C/C=C(C)/C)C[C@]1(C[C@@H](C(C)=C)C/C=C(C)\C)C(O)=C2C(C3=CC(O)=C(O)C=C3)=O)(C)[C@](C/C=C(C)\C)(C1=O)C2=O,,,2016-07-12
10308-101,Anacardic acid,,LSM-6320,167551,,,348.27,"InChI=1S/C22H36O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-19-17-15-18-20(23)21(19)22(24)25/h15,17-18,23H,2-14,16H2,1H3,(H,24,25)",ADFWQBGTDJIESE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC1=C(C(=CC=C1)O)C(=O)O,,,2016-04-04
